passage,species1_form,species2_form,interaction_form,triplet_key,doc_id,field
"L. johnsonii CRL1647, AJ5 and IG9 were high lactic acid producers (values were between 177 and 275 mM), and in vitro they inhibited different human food-borne pathogens and Paenibacillus larvae, the American foulbrood agent.",human,Paenibacillus larvae,pathogens,ott:770315;ott:89547;RO_0002556,20116222,abstract
We show that a Pseudomonas aeruginosa strain carrying the T7 polymerase gene can serve as a host for the overexpression of Mycobacterium smegmatis alpha4 PYC and Pseudomonas aeruginosa alpha4beta4 PYC under the control of the T7 promoter from a broad-host-range conjugative plasmid.,Pseudomonas aeruginosa,Mycobacterium smegmatis,host for,ott:216671;ott:835064;RO_0002453,16997990,abstract
"The concept of multi-epitope vaccines driven by immunoinformatic methods has gained prominence in multiple studies, particularly in the development of vaccines targeting conserved epitopes in variable or rapidly mutating pathogens such as African swine fever virus (ASFV) and porcine reproductive and respiratory syndrome virus (PRRSV).",African swine fever virus (ASFV,porcine reproductive and respiratory syndrome virus (PRRSV,pathogens,ncbitaxon_viruses:10497;ncbitaxon_viruses:28344;RO_0002556,39760092,abstract
"The fluke DNA sequences shared 99.6%, 98.4%, and 87.0% similarity, respectively, with Erschoviorchis anuiensis, a newly described opisthorchiid species infecting the liver and pancreas of fish-eating birds in Europe and Asia.",Erschoviorchis,birds,eating,ott:3671815;ott:81461;RO_0002470,37204007,abstract
Expression of the Vitreoscilla hemoglobin gene in Nannochloropsis oceanica regulates intracellular oxygen balance under high-light.,Vitreoscilla,Nannochloropsis oceanica,regulates,ott:804719;ott:4029143;RO_0002211,34116318,title
Grazing of heterotrophic dinoflagellate Noctiluca scintillans (Mcartney) Kofoid on Gymnodinium catenatum Graham.,Noctiluca scintillans,Gymnodinium catenatum,Grazing,ott:746947;ott:1053290;RO_e000013,17061541,title
Infestation of Chirodiscoides caviae in a Guinea pig (Cavia porcellus) at Turkey and Fipronil Treatment,Chirodiscoides caviae,Cavia porcellus,Infestation,ott:3525954;ott:744000;RO_e000005,31865660,title
"Adélie Penguin chicks at Cape Hallett mostly fed on Antarctic krill (Euphausia superba; 65.5 ± 3.5%), a reflection of the prevalence of that species near Cape Hallett, and no significant differences were noted between 2017 and 2018.",Penguin,Antarctic krill,fed on,ott:494364;ott:411348;RO_e000007,34573647,abstract
"A systemic increase in the recombination frequency upon local infection of Arabidopsis thaliana plants with oilseed rape mosaic virus depends on plant age, the initial inoculum concentration and the time for virus replication.",Arabidopsis thaliana,oilseed rape mosaic virus,depends on,ott:309263;ncbitaxon_viruses:42007;RO_0002502,23519399,title
"Experts from two FAO/WHO Expert Consultations, held in 2004 and 2006, concluded that intrinsic contamination of PIF with Enterobacter sakazakii and Salmonella has been a cause of infection and illness in infants, including severe disease which can lead to serious developmental sequelae and death.",Enterobacter sakazakii,Salmonella,contamination,ott:935497;ott:3308;RO_e000002,17405528,abstract
"Chagas disease is a complex vector borne parasitic disease involving blood feeding Triatominae (Hemiptera: Reduviidae) insects, also known as kissing bugs, and the vertebrates they feed on.",kissing bugs,vertebrates,feed on,ott:275501;ott:801601;RO_e000007,29232402,abstract
"Vagal afferent projections, and preganglionic parasympathetic neurones contributing to the vagus nerve in golden hamsters were traced following application of horseradish peroxidase (HRP) to the proximal end of the cervical or abdominal nerve stump.",golden hamsters,horseradish,contributing to,ott:391631;ott:309283;RO_0002326,2995457,abstract
"Dimorphic pathogens such as the phytopathogenic smut fungi, Ustilago maydis and Microbotryum violaceum, must switch from a yeast-like to a filamentous form in order to cause disease.",Ustilago maydis,Microbotryum violaceum,pathogens,ott:285447;ott:285451;RO_0002556,14507379,abstract
"Furthermore, using artificially infested onion seed, we demonstrated that Pseudomonas sp. can be transmitted through contaminated seed.",onion,Pseudomonas sp,contaminated,ott:781600;ott:4774870;RO_e000001,30708561,abstract
"Regarding AFT, the mean contamination level (7.3 ng/g) was lower than MTL of AFT in pistachio nut in Iran as well as lower than the proposed draft maximum level of Codex Committee on Food Additives and Contaminants for AFT (15 ng/g), and only 7.5% of samples had levels above the MTL.",pistachio,Codex,contamination,ott:200787;ott:975687;RO_e000002,17161513,abstract
BACKGROUND Bats are regarded as the primary (ancestral) hosts of bugs of the family Cimicidae.,Bats,Cimicidae,hosts of,ott:574724;ott:566152;RO_0002453,28934957,abstract
"The German cockroach, Blattella germanica, is an important vector of various pathogens and causes severe allergic reactions in humans.",German cockroach,humans,pathogens,ott:48282;ott:770309;RO_0002556,36460931,abstract
"Anisakis simplex (AS), a fish and cephalopodes parasite, may cause allergic reactions in humans on eating and/or handling contaminated fish.",Anisakis simplex,humans,contaminated,ott:820430;ott:770309;RO_e000001,11358735,abstract
"Recent discoveries have led to the identification of steroid molecules which are present in humans, rodents and amphibians, and which, in a complex manner, interact with each other and with the other systems that regulate renal salt handling and contribute to the salt-sensitivity of blood pressure.",humans,amphibians,regulate,ott:770309;ott:544595;RO_0002211,20347967,abstract
This is the first description of fatal cyathostomiasis in a fish-eating avian host caused by infection by a member of the subgenus Cyathostoma (Cyathostoma).,avian,Cyathostoma,eating,ott:81461;ott:725703;RO_0002470,32294190,abstract
"A copepod parasite, Bariaka alopiae Wilson, 1932 (Eudactylinidae) infested on thresher sharks caught from the Indian Exclusive Economic Zone off Andaman and Nicobar archipelago, eastern Indian Ocean is further reported.",Bariaka alopiae,thresher sharks,infested,ott:2943863;ott:335513;RO_e000005,31749522,abstract
Cheddar cheese was manufactured from milk which was artificially contaminated with proteolytic species of Pseudomonas or Flavobacterium and stored at 7°C.,Pseudomonas,Flavobacterium,contaminated,ott:281374;ott:174848;RO_e000001,30934445,abstract
"In this study, we analyzed PCDD/Fs and PBDD/Fs in 27 surficial sediments collected from the Lian River encompassing the Guiyu, China e-waste recycling zone, and investigated their distributions, sources, migration behaviors and risks.",Lian,Guiyu,migration,ott:916052;ott:4142107;RO_e000046,35691194,abstract
"Among the major disease constraints identified; Tick infestation (89.3%), lice infestation (68.6%) mange mite infestation (77.7%) lumpy skin disease (LSD) (42.1%), trypanasomiasis (62.8%) bovine pasteurellosis (52.1) mastitis (13.2%), sheep and goat pox (15.7), abortion (19.0%), dystocia (24.8%), retained fetal membrane (25.6%), prolapsed uterus (13.2%) delayed heat period (38.8%) were most endemic ailments directly affecting livestock production and farmers livelihood.",lice,bovine,affecting,ott:779649;ott:490099;RO_e000055,30257672,abstract
"Furthermore, since expression of mincle contributes to the control of Mycobacterium bovis BCG infection, this study has exciting clinical implications in comparative medicine keeping in mind that Bacillus Calmette-Guérin (BCG) immunotherapy is currently the most effective treatment of non-muscle invasive bladder cancer in man.",Mycobacterium bovis BCG,Bacillus,contributes to,ott:71041;ott:990933;RO_0002326,26513724,abstract
"On the other hand, the higher 137Cs concentrations in fat greenling, compared to the olive flounder, can be attributed to a history of exposure to the contaminated seawater and food at the inner area of the port, such as the shallow draft quay and seawall area.",fat greenling,olive flounder,contaminated,ott:196516;ott:883392;RO_e000001,27118521,abstract
8. The susceptibility of guinea pigs to infection through ingestion of Bacillus abortus is relatively slight.,guinea pigs,Bacillus abortus,ingestion,ott:744006;ott:528365;RO_e000009,19868703,abstract
This study looked at how toxic proteins in venoms of adult Australian eastern Brown snakes Pseudonaja textilis from South Australian and Queensland populations interact with physiological functions of the lab SD rat Rattus norvegicus.,Pseudonaja textilis,Rattus norvegicus,interact with,ott:527479;ott:271555;RO_0002434,23691135,abstract
"Although cotton rats increased their GUD in the presence of all three predators relative to the novel-object control, raccoons only increased their GUD in coyote treatments.",cotton rats,coyote,predators,ott:576093;ott:247331;RO_0002439,39754024,abstract
"We tested this hypothesis in the laboratory with a Brassicaceae-specialized weevil, Ceutorhynchus cardariae Korotyaev (Coleoptera: Curculionidae), on 13 test plant species differing in their suitability as hosts for the weevil.",Brassicaceae,Ceutorhynchus,hosts for,ott:309271;ott:444285;RO_0002453,31871839,abstract
"Samples of dense cultures of these ciliates growing with Enterobacter aerogenes are rendered bacteria-free by migration through 2 sets of tubes containing Adaptation Medium (Peters' salts solution, stigmaterol, vitamins, and autoclaved E. aerogenes).",ciliates,Enterobacter aerogenes,migration,ott:302424;ott:355488;RO_e000046,660565,abstract
"The alkaloid composition of Sarothamnus scoparius cell cultures, plants and of its root parasite Orobanche rapum-genistae were analyzed by capillary gas-liquid chromatography (GLC) and capillary GLC/mass spectrometry.",Sarothamnus scoparius,Orobanche rapum-genistae,root parasite,ott:91393;ott:23495;RO_0002236,17402058,abstract
INTRODUCTION Cardiac toxicity after self-poisoning from ingestion of yellow oleander seeds is common in Eastern Sri Lanka.,oleander,Lanka,ingestion,ott:586718;ott:143871;RO_e000009,24469562,abstract
"The specimens were also examined for the presence of other enteric pathogens, bovine rotavirus, coronavirus and Cryptosporidium spp.",bovine rotavirus,Cryptosporidium,pathogens,ncbitaxon_viruses:10927;ott:6383018;RO_0002556,17551218,abstract
"BACKGROUND Prox1, the vertebrate homolog of prospero in Drosophila melanogaster, is a divergent homeogene that regulates cell proliferation, fate determination and differentiation during vertebrate embryonic development.",prospero,Drosophila melanogaster,regulates,ott:137917;ott:505714;RO_0002211,18331627,abstract
"Instead, in the case in which LUCA hosted only one type of membrane, for example that of archaea, then the evolution of the other type of membrane - presumably in the ancestor of bacteria - would imply a progenotic LUCA precisely because such a late origin would seem be an expression, at that time, of a still rapid and progressive evolution because it involves a fundamental and profound genetic trait, and should therefore reflect the progenotic stage.",LUCA,archaea,hosted,ott:4244377;ott:3573640;RO_0002454,36330883,abstract
"Our results show that bacteria placed on the plumage of the birds lead to self and allo-infections of the bird guts, possibly through preening behaviours and bacterial ingestion.",birds,allo,ingestion,ott:81461;ott:181454;RO_e000009,17118574,abstract
We report an infestation index of 88.5% in 148 palms and an index of T. cruzi natural infection of 60.2% in 269 dissected insects and 11.9% in 160 captured mammals.,palms,mammals,infestation,ott:526437;ott:244265;RO_e000005,25830543,abstract
"The red firebug (Pyrrhocoris apterus) was used as an aposematic model, and the Guyana spotted roach (Blaptica dubia) as the palatable prey from which the mimic was fabricated.",Pyrrhocoris apterus,Blaptica dubia,prey,ott:229718;ott:975226;RO_0002458,28716358,abstract
