Sentence,label,passage,spans
,1,the effect of caffeine on cytotoxicity mutagenesis and sisterchromatid exchanges in chinese hamster cells treated with dihydrodiol epoxide derivatives of benzoapyrene,"[(-1, -1)]"
,1,passive sensitization of fragments with serum obtained from ascarissensitive donor dogs enhanced the release of both substances heating 56 degrees c for 4 h destroyed the ability of the serum to enhance release,"[(-1, -1)]"
,1,the average doses of alpha or beta radiation accumulated in the bonemarrow the presumed site of induction were at the time of diagnosis usually more than 2500 rad but if the cases occurring after radium or low activities of plutonium are accepted as induced 3001500 rad of alpha radiation,"[(-1, -1)]"
,1,however these activities depend on the agglutinins used in the test notably the results with antih lectins from ulex europaeus and laburnum alpinum are not totally identical,"[(-1, -1)]"
,1,we have studied the nasotemporal division of the retinothalamic pathway of the cat by making large unilateral injections of horseradish peroxidase into the lateral geniculate nucleus,"[(-1, -1)]"
,1,we believe it is probable that lithium interferes with sodium chloride transport at some more proximal nephron segment thereby producing the syndrome of polyuria,"[(-1, -1)]"
,1,it activates bovine brain phosphodiesterase in the presence of calcium but has no effect on the phosphodiesterase of the arbacia egg,"[(-1, -1)]"
,1,it appeared that the rhesus monkey hemoglobin system is a good model system for the study of human hemoglobin development,"[(-1, -1)]"
,1,radiology pulmonary function and numbers of circulating tlymphocytes erosettes were unchanged but three patients developed increased intensity of delayed hypersensitivity dh skin tests using ppd candida and trichophyton antigens two of these patients also developed increased in vitro lymphocyte stimulation by mitogen and ppd antigen and the other developed a serum sickness syndrome with evidence of circulating immune complexes,"[(-1, -1)]"
,1,the course of human brucellosis in the province of aquilla from 1956 to 1976,"[(-1, -1)]"
,1,differences in pulmonary microvascular anatomy between bufo marinus and xenopus laevis,"[(-1, -1)]"
,1,glucose metabolism lactate and ammonia production by the human placenta in vitro,"[(-1, -1)]"
,1,a specific binding of perazine to human or bovine albumine could not be detected,"[(-1, -1)]"
,1,clinical side effects encountered with high doses of injected sinomenine or of decocted sinomenium acutum were injection site flare pruritus in the head and upper part of the body edema around the lips and eyelids and temporary cephalalgia,"[(-1, -1)]"
,1,use of rp4 plasmids carrying bacteriophage mu insertions in nitrogen fixing bacteria klebsiella pneumoniae and rhizobium meliloti,"[(-1, -1)]"
,1,effect of vancomycin on ristocetin and bovine pafinduced agglutination of human platelets,"[(-1, -1)]"
,1,peptidases activities were compared in human leucocytes guinea pig and human alveolar macrophages,"[(-1, -1)]"
,1,alanine dehydrogenase of the n2fixing bluegreen alga anabaena cylindrica,"[(-1, -1)]"
,1,renin was extracted and purified from human dog hog rat beef rabbit and sheep kidneys,"[(-1, -1)]"
,1,pairing of spermatozoa in the epididymis of the opossum didelphis virginiana a scanning electron microscopic study,"[(-1, -1)]"
,1,among penicillins mezlocillin was the most effective against escherichia coli klebsiella pneumoniae salmonella species pseudomonas aeruginosa and bacteroides fragilis,"[(-1, -1)]"
,1,combined behavioral and anatomical evidence was interpreted as suggesting that the mopah has at least two regulatory functions related to sex behavior 1 it is involved in the mediation of the initiation of copulation through its lateral connections with the medial forebrain bundle and 2 it influences the achievement of ejaculation and the subsequent refractory period through its dorsal connections with the amygdala and the hippocampus,"[(-1, -1)]"
,1,the transfer of spleen cells from immune euthymic donor mice into chronically infected nude mice caused almost complete elimination of listeria within 1 week,"[(-1, -1)]"
,1,the test organisms were escherichia coli staphylococcus aureus pseudomonas aeruginosa candida albicans and spores of bacillus stearothermophilus,"[(-1, -1)]"
,1,four veterinary surgeons with flareup of eczema during obstetric aid to cows did not have assignable sige against bovine amnion or allantoic fluids,"[(-1, -1)]"
,1,lipophilic chelator inhibition of escherichia coli membranebound atpase activity and prevention of inhibition by uncouplers,"[(-1, -1)]"
,1,a mouse strain cb6 that is highly susceptible to mycobacterium lepraemurium was infected with 108 bacilli into the hind footpad,"[(-1, -1)]"
,1,azlocillin and mezlocillin were twice as active as carbenicillin against bacteroides fragilis and these drugs showed a high degree of activity against haemophilus influenzae and neisseria gonorrhoeae,"[(-1, -1)]"
,1,the individual seasoning extracts were assessed according to the following criteria 1 essential oilcardamom laurel leaves cloves origanum marjoram sage and thyme 2 essential oil and nonvolatile lipidsdillseed coriander caraway mace nutmeg pimento allspice and celery seed 3 essential oil andor pungent ingredientscapsicum ginger and pepper 4 essential oil andor coloring matterturmeric curcuma and paprika 5 essential oil and other componentsgarlic onion and cinnamon,"[(-1, -1)]"
,1,biosynthetic studies on linalool  linalyl acetate in ocimum canum sims  mentha citrata ehrh,"[(-1, -1)]"
,1,extracts of aspergillus nidulans wild type bi1 and the nitrate reductase mutant niad17 were active in the in vitro restoration of nadphdependent nitrate reductase when mixed with extracts of neurospora crassa nit1,"[(-1, -1)]"
,1,relation between hypotensive effect in cats and reactions in children using normal human immunoglobulin,"[(-1, -1)]"
,1,in this study we compared the reactivity of rabbit antihuman brain hb serum with neoplastic neuroblasts and normal and neoplastic lymphoid cells,"[(-1, -1)]"
,1,the procedure utilizes antibody to highly purified human placental enzyme prepared in rabbits,"[(-1, -1)]"
,1,the complexity of cyclic gmpbinding activity in the 48000 x g supernatant of three species of the cellular slime molds dictyostelium discoideum dictyostelium rosarium and polysphondylium violaceum was studied by gel filtration chromatography on aca 34 ultrogel,"[(-1, -1)]"
,1,comparative studies on gangliosides from the brain of higher mammals birds and lower amphibians cartilaginous and teleost fishes vertebrates indicate that for each of the parts of the brain the same regularities in changes of fatty acid composition are typical as for the total brain in a series of vertebrates,"[(-1, -1)]"
,1,some coccidia from the nubian ibex capra ibex nubiana cuvier 1825,"[(-1, -1)]"
,1,campylobacter infections in normal and diarrhoeic dogs,"[(-1, -1)]"
,1,freuds original explanation of katharinas hysteria was based on a set of quantitativeeconomic assumptions and a psychic model based on conflict and defense,"[(-1, -1)]"
,1,hemolymph collected from mosquitoes fed on hamsters infected with plasmodium berghei had different values than hemolymph from mosquitoes fed on noninfected hamsters,"[(-1, -1)]"
,1,any hypotensive effect was not observed in the human albuminperfused dogs nor in another control groups of six animals,"[(-1, -1)]"
,1,the same is true for some artificial polyploids like autotriploid hybride sugar beet in europe and autotetraploid perennial ryegrass,"[(-1, -1)]"
,1,erythrocytes from human rat guinea pig and rabbit a showed an increased concentration of 12diacylsnglycerol and enhanced labelling of phosphatidate with 32p b underwent echinocytosis and outward vesiculation and c rapidly released much of their intracellular k,"[(-1, -1)]"
,1,the buccolingual and mesiodistal convergence angles in vital and rootfilled teeth prepared for complete crowns were measured microscopically on 190 stone dies,"[(-1, -1)]"
,1,immunization of rabbits with hsaglygammadglulaladaladala40 yielded antisera which besides the specificity of antisera to hsaglylalalaladaladala39 showed an additional specificity,"[(-1, -1)]"
,1,some dubious records in the opinion of verbeke and knutson 1967 are signed with two asterisks in tab 1 pherbellia annulipes fig 1 and limnia paludicola fig 2 seem new records for italian fauna,"[(-1, -1)]"
,1,the proximal ligand to the heme iron atom of ferric soybean leghemoglobin is identified as imidazole by comparison of the epr of leghemoglobin hydroxide azide and cyanide with the corresponding derivatives of human hemoglobin,"[(-1, -1)]"
,1,by means of thin layer chromatography and selective detection vitamin a acetate vitamin e and vitamin e acetate vitamin d3 and cholesterol were identified in the prepericardic body adrenal tissue fat bodies and testis of bubo bufo as well as in the prepericardic body of rana esculenta,"[(-1, -1)]"
,1,a comparative study of the digestive enzymes in the hepatopancreas of jonah crab cancer borealis and rock crab cancer irroratus,"[(-1, -1)]"
,1,phosphorus content of bovine rib influence of earlier biopsy of the same rib,"[(-1, -1)]"
,1,skin tests were performed on 210 patients with house dust allergy and bronchial asthma or perennial rhinitis using extracts of dermatophagoides pteronyssinus and of four storage mites most commonly found in house dust in the united kingdomacarus siro tyrophagus putrescentiae lepidoglyphus formerly glycyphagus destructor and glycyphagus domesticus,"[(-1, -1)]"
,1,a series of experiments leading towards the field trial of an irradiated bloodderived vaccine against babesia divergens common cause of redwater in cattle in europe is described,"[(-1, -1)]"
,1,cysticercus tenuicollis taenia hydatigena in the urinary bladder of a sheep,"[(-1, -1)]"
,1,the 8 species of ixodidae collected were in order of abundance rhipicephalus appendiculatus r evertsi evertsi hyalomma marginatum rufipes h truncatum amblyomma hebraeum r simus boophilus decoloratus and ixodes cavipalpus,"[(-1, -1)]"
,1,antisera against whole denatured fibril concentrates prepared in rabbits reacted with the fap protein and a component in normal human serum corresponding to prealbumin,"[(-1, -1)]"
